city,Longitude,Latitude,Current_Speed,Precip,Current_Speed_Adjusted,Date,Windspeed,Visibility
Karuppur,77.2337,11.0236,40,9.9,8.080808,2024-08-20,26.6,21.5
Karuppur,77.2337,11.0236,40,0.7,76.4557,2024-08-21,31,23.3
Karuppur,77.2337,11.0236,40,7.8,40.50633,2024-08-22,22.3,21.3
Karuppur,77.2337,11.0236,40,0.8,75.94937,2024-08-23,21.6,24.1
Karuppur,77.2337,11.0236,40,0.5,77.46835,2024-08-24,19.4,24.1
Karuppur,77.2337,11.0236,40,4.5,57.21519,2024-08-25,19.4,24
Sitarganj,79.0754,28.9625,33,5.9,41.35443,2024-08-11,15.8,22.2
Sitarganj,79.0754,28.9625,33,9.3,4.967742,2024-08-12,14.4,22.9
Sitarganj,79.0754,28.9625,33,23.4,21.85897,2024-08-13,16.9,17.4
Sitarganj,79.0754,28.9625,33,13,12.94615,2024-08-14,10.1,18.2
Sitarganj,79.0754,28.9625,33,17.8,18.35393,2024-08-15,13.3,17.7
Sitarganj,79.0754,28.9625,33,15,15.62,2024-08-16,21.2,19.7
Sitarganj,79.0754,28.9625,33,11.3,9.929204,2024-08-17,14.8,24
Sitarganj,79.0754,28.9625,33,11.3,9.929204,2024-08-18,11.9,24
Sitarganj,79.0754,28.9625,33,58.7,28.55877,2024-08-19,23,14.1
Sitarganj,79.0754,28.9625,33,13.9,14.2446,2024-08-20,10.1,17
Sitarganj,79.0754,28.9625,33,24.5,22.35918,2024-08-21,12.2,16.6
Sitarganj,79.0754,28.9625,33,11.4,10.13158,2024-08-22,15.1,19.6
Sitarganj,79.0754,28.9625,33,8.5,2.329412,2024-08-23,16.2,20.6
Sitarganj,79.0754,28.9625,33,20.7,20.4058,2024-08-24,19.8,19.3
Sitarganj,79.0754,28.9625,33,33,25.1,2024-08-25,14.8,13.7
Uttarkashi,78.4667,30.7333,32,17.3,17.38728,2024-08-11,6.1,11.3
Uttarkashi,78.4667,30.7333,32,15.1,15.25828,2024-08-12,9,17.2
Uttarkashi,78.4667,30.7333,32,26.1,22.31418,2024-08-13,7.9,10.2
Uttarkashi,78.4667,30.7333,32,21.6,20.2963,2024-08-14,6.8,9.2
Uttarkashi,78.4667,30.7333,32,16.6,16.77108,2024-08-15,10.8,17.8
Uttarkashi,78.4667,30.7333,32,13.8,13.68116,2024-08-16,9,17.5
Uttarkashi,78.4667,30.7333,32,11,9.018182,2024-08-17,8.6,19.2
Uttarkashi,78.4667,30.7333,32,11.8,10.57627,2024-08-18,7.9,15.9
Uttarkashi,78.4667,30.7333,32,12.8,12.25,2024-08-19,8.6,16.4
Uttarkashi,78.4667,30.7333,32,16.9,17.04142,2024-08-20,7.2,11.9
Uttarkashi,78.4667,30.7333,32,14.7,14.80272,2024-08-21,8.6,16
Uttarkashi,78.4667,30.7333,32,21.7,20.35023,2024-08-22,6.1,14.4
Uttarkashi,78.4667,30.7333,32,22.9,20.9607,2024-08-23,5.8,14.9
Uttarkashi,78.4667,30.7333,32,13.4,13.13433,2024-08-24,9,14.4
Uttarkashi,78.4667,30.7333,32,21.6,20.2963,2024-08-25,6.1,9.9
